RootPos_x,RootPos_y,RootPos_z,Start_x,Hand Start_y,Hand Start_z,ForearmStub_x,ForearmStub_y,ForearmStub_z,Thumb0_x,Thumb0_y,Thumb0_z,Thumb1_x,Thumb1_y,Thumb1_z,Thumb2_x,Thumb2_y,Thumb2_z,Thumb3_x,Thumb3_y,Thumb3_z,Index1_x,Index1_y,Index1_z,Index2_x,Index2_y,Index2_z,Index3_x,Index3_y,Index3_z,Middle1_x,Middle1_y,Middle1_z,Middle2_x,Middle2_y,Middle2_z,Middle3_x,Middle3_y,Middle3_z,Ring1_x,Ring1_y,Ring1_z,Ring2_x,Ring2_y,Ring2_z,Ring3_x,Ring3_y,Ring3_z,Pinky0_x,Pinky0_y,Pinky0_z,Pinky1_x,Pinky1_y,Pinky1_z,Pinky2_x,Pinky2_y,Pinky2_z,Pinky3_x,Pinky3_y,Pinky3_z,ThumbTip_x,ThumbTip_x,ThumbTip_x,IndexTip_x,IndexTip_y,IndexTip_z,MiddleTip_x,MiddleTip_y,MiddleTip_z,RingTip_x,RingTip_y,RingTip_z,PinkyTip_x,PinkyTip_y,PinkyTip_z,Gesture,Wrist Movement
0.00199019,0.95991740,0.47417870,0.00199019,0.95991740,0.47417870,0.00199019,0.95991740,0.47417870,-0.00593194,0.98189430,0.46543770,-0.01914946,1.00129000,0.45883860,-0.03001930,1.02594200,0.44176690,-0.02510611,1.05414600,0.42504920,-0.00629423,1.05676700,0.47654410,-0.00716293,1.09210000,0.46491340,-0.00837756,1.10369300,0.44411500,0.01509956,1.05274700,0.47911280,0.01951488,1.09229900,0.46534420,0.01751146,1.10073300,0.43974540,0.03220799,1.04352800,0.47290080,0.04040905,1.07935100,0.46227070,0.03544986,1.08675400,0.43777190,0.02875869,0.99022700,0.46542760,0.04691059,1.03112000,0.46345640,0.05744693,1.05549400,0.44920310,0.05299743,1.06164900,0.43078120,-0.02276048,1.07357300,0.41089000,-0.00846674,1.10907600,0.42282100,0.01239568,1.09573600,0.41629320,0.02532703,1.07978800,0.41725210,0.04024318,1.06186900,0.41342360,10,5
0.00203683,0.95857350,0.47256470,0.00203683,0.95857350,0.47256470,0.00203683,0.95857350,0.47256470,-0.00583555,0.98059600,0.46389400,-0.01925576,0.99995640,0.45760870,-0.03048502,1.02445400,0.44054720,-0.02597241,1.05264400,0.42369400,-0.00602464,1.05543400,0.47523690,-0.00676070,1.09068300,0.46334780,-0.00792289,1.10219900,0.44250320,0.01536009,1.05135600,0.47779080,0.01977349,1.09093900,0.46410890,0.01773874,1.09929900,0.43848840,0.03244670,1.04211800,0.47154800,0.04082067,1.07802100,0.46133160,0.03555953,1.08476500,0.43670560,0.02887415,0.98884900,0.46390680,0.04711986,1.02970600,0.46206300,0.05769357,1.05446700,0.44852190,0.05343768,1.06102800,0.43019470,-0.02373411,1.07203200,0.40946270,-0.00798268,1.10750900,0.42119090,0.01264459,1.09438800,0.41501330,0.02523285,1.07705700,0.41655580,0.04083762,1.06148800,0.41272960,10,5
0.00122679,0.95625530,0.47205820,0.00122679,0.95625530,0.47205820,0.00122679,0.95625530,0.47205820,-0.00654238,0.97843970,0.46371310,-0.01995149,0.99794200,0.45785780,-0.03126982,1.02248400,0.44091800,-0.02681443,1.05068900,0.42407550,-0.00607430,1.05313500,0.47595550,-0.00658801,1.08840900,0.46412800,-0.00780365,1.09991500,0.44328100,0.01529732,1.04886500,0.47829670,0.01981704,1.08857600,0.46502850,0.01755753,1.09689100,0.43941180,0.03226527,1.03957400,0.47181310,0.04089817,1.07560100,0.46226880,0.03520001,1.08197500,0.43764180,0.02822844,0.98642980,0.46355990,0.04677121,1.02716800,0.46206780,0.05737417,1.05230200,0.44925790,0.05305912,1.05927900,0.43109900,-0.02443181,1.07007800,0.40986960,-0.00797271,1.10521500,0.42196670,0.01221779,1.09196000,0.41599530,0.02449753,1.07376800,0.41788910,0.04030428,1.05993200,0.41375270,10,5
0.00049219,0.95397210,0.47151320,0.00049219,0.95397210,0.47151320,0.00049219,0.95397210,0.47151320,-0.00717448,0.97630080,0.46346320,-0.02070424,0.99587370,0.45814590,-0.03234782,1.02065800,0.44179050,-0.02785732,1.04905000,0.42527460,-0.00610485,1.05085100,0.47652430,-0.00650198,1.08614500,0.46475340,-0.00778321,1.09767800,0.44392520,0.01525085,1.04640700,0.47868020,0.01981402,1.08624600,0.46581420,0.01749537,1.09517500,0.44041070,0.03211153,1.03707100,0.47198520,0.04069550,1.07314100,0.46256150,0.03503494,1.08021100,0.43811630,0.02764979,0.98405070,0.46317330,0.04646765,1.02467300,0.46201030,0.05685998,1.04995300,0.44931430,0.05245063,1.05717000,0.43127250,-0.02547442,1.06860800,0.41130230,-0.00805429,1.10299200,0.42261540,0.01215903,1.09126800,0.41680110,0.02446037,1.07351700,0.41773410,0.03981584,1.05838000,0.41386830,10,5
0.00067624,0.95149660,0.47215350,0.00067624,0.95149660,0.47215350,0.00067624,0.95149660,0.47215350,-0.00697356,0.97391840,0.46435030,-0.02061604,0.99352040,0.45944370,-0.03253318,1.01843000,0.44348060,-0.02798532,1.04692400,0.42715660,-0.00560152,1.04834600,0.47806710,-0.00602138,1.08363500,0.46628300,-0.00741426,1.09509700,0.44542240,0.01575377,1.04382100,0.48005080,0.02021148,1.08377400,0.46750800,0.01776270,1.09304700,0.44224030,0.03254493,1.03449500,0.47316850,0.04095031,1.07063300,0.46384500,0.03519947,1.07806100,0.43952720,0.02787115,0.98156890,0.46391330,0.04680222,1.02214500,0.46299480,0.05689770,1.04757300,0.45035570,0.05230077,1.05489700,0.43240380,-0.02555161,1.06657400,0.41332300,-0.00780707,1.10032800,0.42409430,0.01239153,1.08977800,0.41854190,0.02470730,1.07237700,0.41879860,0.03964953,1.05636700,0.41503170,10,5
0.00083409,0.94905970,0.47266700,0.00083409,0.94905970,0.47266700,0.00083409,0.94905970,0.47266700,-0.00679231,0.97156830,0.46509420,-0.02049698,0.99120990,0.46053150,-0.03259532,1.01621700,0.44485870,-0.02790649,1.04476500,0.42867080,-0.00512886,1.04587300,0.47942870,-0.00556473,1.08115400,0.46761700,-0.00705705,1.09250400,0.44670280,0.01622354,1.04127000,0.48125830,0.02058909,1.08133000,0.46902660,0.01800683,1.09082700,0.44385550,0.03294995,1.03195500,0.47420670,0.04119042,1.06816300,0.46500740,0.03531564,1.07581000,0.44078730,0.02807171,0.97912200,0.46453230,0.04711590,1.01965000,0.46385230,0.05692986,1.04521200,0.45126240,0.05212215,1.05258900,0.43338770,-0.02534143,1.06446700,0.41493540,-0.00755760,1.09761400,0.42534750,0.01258429,1.08801100,0.42011060,0.02487318,1.07090000,0.41983700,0.03939320,1.05419600,0.41608450,10,5
0.00097128,0.94665370,0.47308050,0.00097128,0.94665370,0.47308050,0.00097128,0.94665370,0.47308050,-0.00662666,0.96924410,0.46572540,-0.02025069,0.98898080,0.46133470,-0.03227163,1.01403800,0.44568250,-0.02747491,1.04258300,0.42952130,-0.00468065,1.04342600,0.48064740,-0.00510387,1.07861900,0.46857620,-0.00671628,1.08922300,0.44728270,0.01666697,1.03874800,0.48233690,0.02114519,1.07870100,0.46980130,0.01837302,1.08782400,0.44451230,0.03333244,1.02944300,0.47513010,0.04126740,1.06562600,0.46557230,0.03519014,1.07319700,0.44137860,0.02825584,0.97670310,0.46505580,0.04741303,1.01718100,0.46460900,0.05686066,1.04278400,0.45182290,0.05188285,1.05019400,0.43400830,-0.02475223,1.06227900,0.41580720,-0.00735086,1.09339800,0.42572850,0.01272711,1.08466200,0.42086330,0.02484141,1.06913200,0.42020210,0.03929835,1.05226300,0.41664880,10,5
0.00133553,0.94482050,0.47184160,0.00133553,0.94482050,0.47184160,0.00133553,0.94482050,0.47184160,-0.00612008,0.96753900,0.46474000,-0.01956739,0.98743940,0.46054770,-0.03138169,1.01262800,0.44494930,-0.02630232,1.04116900,0.42886640,-0.00355877,1.04155300,0.48038740,-0.00379843,1.07668800,0.46814610,-0.00546509,1.08665500,0.44655090,0.01775932,1.03669900,0.48194760,0.02251667,1.07655300,0.46920060,0.01960870,1.08536700,0.44381760,0.03432667,1.02734000,0.47458440,0.04214796,1.06349100,0.46481250,0.03591736,1.07104100,0.44065120,0.02881479,0.97474280,0.46400870,0.04827434,1.01507800,0.46388790,0.05749078,1.04070500,0.45098190,0.05236393,1.04817200,0.43323340,-0.02329549,1.06086300,0.41520890,-0.00619665,1.09001700,0.42485800,0.01374761,1.08193900,0.42025800,0.02569264,1.06798900,0.41924540,0.03987312,1.05066800,0.41586240,10,5
0.00166887,0.94293010,0.47066410,0.00166887,0.94293010,0.47066410,0.00166887,0.94293010,0.47066410,-0.00564901,0.96576820,0.46380720,-0.01892492,0.98582230,0.45980530,-0.03053876,1.01113000,0.44424900,-0.02516670,1.03965400,0.42823260,-0.00250314,1.03960800,0.48015330,-0.00257267,1.07468800,0.46775020,-0.00429802,1.08405600,0.44589340,0.01878505,1.03458800,0.48159030,0.02379072,1.07434600,0.46864160,0.02074084,1.08285500,0.44317140,0.03525897,1.02518300,0.47407840,0.04295271,1.06130100,0.46408910,0.03656076,1.06878900,0.43995050,0.02933371,0.97272980,0.46301930,0.04908077,1.01292500,0.46321490,0.05806636,1.03858000,0.45020230,0.05277966,1.04608300,0.43251610,-0.02186620,1.05933500,0.41462390,-0.00512859,1.08665900,0.42410000,0.01467109,1.07916800,0.41970400,0.02647603,1.06671700,0.41836180,0.04034927,1.04893200,0.41515600,10,5
0.00197790,0.94099470,0.46953500,0.00197790,0.94099470,0.46953500,0.00197790,0.94099470,0.46953500,-0.00520572,0.96394540,0.46291600,-0.01833005,0.98413810,0.45911620,-0.02977576,1.00958900,0.44367020,-0.02386526,1.03805900,0.42774620,-0.00149930,1.03760600,0.47993950,-0.00134595,1.07271400,0.46761780,-0.00310711,1.08181500,0.44565140,0.01975855,1.03242700,0.48125800,0.02501594,1.07199500,0.46783340,0.02174557,1.07986300,0.44218490,0.03614265,1.02298100,0.47360320,0.04396891,1.05881100,0.46271990,0.03733726,1.06587100,0.43851690,0.02982114,0.97067500,0.46207540,0.04984407,1.01073100,0.46257940,0.05895947,1.03612300,0.44914810,0.05352979,1.04355000,0.43147320,-0.02011883,1.05770500,0.41420240,-0.00402743,1.08401800,0.42381750,0.01543687,1.07571900,0.41885710,0.02715722,1.06411900,0.41694460,0.04102475,1.04663000,0.41420640,10,5
0.00286223,0.93907770,0.46895650,0.00286223,0.93907770,0.46895650,0.00286223,0.93907770,0.46895650,-0.00438811,0.96206560,0.46254260,-0.01753832,0.98227130,0.45890490,-0.02902555,1.00773900,0.44351640,-0.02283581,1.03618500,0.42765660,-0.00081721,1.03559100,0.48016800,-0.00075321,1.07070600,0.46786580,-0.00261041,1.07947200,0.44577090,0.02045526,1.03045100,0.48140020,0.02559806,1.06986600,0.46749130,0.02206631,1.07707400,0.44168390,0.03684539,1.02110600,0.47363410,0.04442105,1.05671100,0.46186740,0.03749884,1.06325200,0.43760010,0.03062128,0.96888360,0.46168630,0.05055242,1.00898000,0.46248130,0.05951766,1.03421800,0.44866370,0.05388306,1.04151000,0.43099670,-0.01881590,1.05580800,0.41415900,-0.00361554,1.08121600,0.42389950,0.01558770,1.07242000,0.41849940,0.02728172,1.06170900,0.41602930,0.04129593,1.04467300,0.41380460,10,5
0.00368475,0.93712630,0.46836620,0.00368475,0.93712630,0.46836620,0.00368475,0.93712630,0.46836620,-0.00361818,0.96015340,0.46215590,-0.01678074,0.98037900,0.45867740,-0.02829121,1.00586500,0.44333620,-0.02181524,1.03428100,0.42753640,-0.00013863,1.03353800,0.48037740,-0.00014710,1.06865300,0.46807550,-0.00209497,1.07706000,0.44584930,0.02114511,1.02842500,0.48152470,0.02619044,1.06768400,0.46714740,0.02240573,1.07425300,0.44120560,0.03753565,1.01917300,0.47364930,0.04483952,1.05454300,0.46103430,0.03762711,1.06056900,0.43671830,0.03137759,0.96703910,0.46128550,0.05124106,1.00716300,0.46236980,0.06003014,1.03226500,0.44819580,0.05418577,1.03942800,0.43054440,-0.01751466,1.05387500,0.41408340,-0.00318100,1.07832600,0.42394880,0.01575821,1.06910700,0.41817330,0.02738402,1.05925200,0.41514500,0.04151803,1.04266900,0.41342640,10,5
0.00445708,0.93515120,0.46776770,0.00445708,0.93515120,0.46776770,0.00445708,0.93515120,0.46776770,-0.00288722,0.95821880,0.46175940,-0.01610775,0.97844310,0.45850030,-0.02772856,1.00398500,0.44333780,-0.02118661,1.03246600,0.42768230,0.00053587,1.03145700,0.48057110,0.00053040,1.06646700,0.46797260,-0.00153637,1.07386300,0.44540080,0.02182829,1.02636200,0.48163470,0.02692785,1.06543300,0.46677180,0.02300396,1.07177100,0.44079340,0.03821483,1.01719500,0.47365180,0.04547279,1.05234500,0.46041030,0.03780699,1.05748700,0.43602990,0.03209803,0.96515610,0.46087610,0.05191296,1.00529500,0.46224780,0.06049076,1.03038600,0.44792680,0.05419711,1.03722300,0.43030040,-0.01685681,1.05212100,0.41432740,-0.00275475,1.07374800,0.42347100,0.01618068,1.06641900,0.41785970,0.02707756,1.05497400,0.41480180,0.04093422,1.03976400,0.41351800,10,5
0.00466930,0.93325530,0.46774360,0.00466930,0.93325530,0.46774360,0.00466930,0.93325530,0.46774360,-0.00264735,0.95638720,0.46195280,-0.01587595,0.97663140,0.45885340,-0.02743590,1.00228400,0.44383190,-0.02064283,1.03086800,0.42847390,0.00058312,1.02940200,0.48164880,0.00071462,1.06436200,0.46891520,-0.00124812,1.07092200,0.44607690,0.02187083,1.02430800,0.48280970,0.02717484,1.06324900,0.46767930,0.02333905,1.06940400,0.44164370,0.03832256,1.01524600,0.47484100,0.04566475,1.05022100,0.46118890,0.03780739,1.05466300,0.43673210,0.03233838,0.96335700,0.46140960,0.05211323,1.00349000,0.46339950,0.06062122,1.02861400,0.44909450,0.05408144,1.03521900,0.43146930,-0.01611912,1.05061600,0.41532210,-0.00238401,1.06963200,0.42418030,0.01654506,1.06389600,0.41873830,0.02687115,1.05131300,0.41572640,0.04045106,1.03719700,0.41490710,10,5
0.00489392,0.93133510,0.46766610,0.00489392,0.93133510,0.46766610,0.00489392,0.93133510,0.46766610,-0.00239529,0.95452860,0.46209130,-0.01562538,0.97479530,0.45914950,-0.02712105,1.00055200,0.44425660,-0.02006859,1.02922100,0.42917640,0.00067140,1.02731500,0.48263910,0.00093840,1.06222900,0.46978040,-0.00093125,1.06799800,0.44672210,0.02195339,1.02221700,0.48388200,0.02745392,1.06102600,0.46848600,0.02367342,1.06696400,0.44239200,0.03846143,1.01325300,0.47591900,0.04587736,1.04804800,0.46185230,0.03782661,1.05184300,0.43734960,0.03259000,0.96151790,0.46185790,0.05233256,1.00163300,0.46443520,0.06076320,1.02678000,0.45012380,0.05398741,1.03316600,0.43250720,-0.01533888,1.04904600,0.41621480,-0.00199823,1.06561100,0.42491440,0.01688289,1.06127600,0.41952940,0.02670816,1.04781200,0.41656020,0.04002426,1.03463100,0.41617040,10,5
0.00512824,0.92939520,0.46754680,0.00512824,0.92939520,0.46754680,0.00512824,0.92939520,0.46754680,-0.00213382,0.95264780,0.46218700,-0.01542591,0.97290550,0.45947130,-0.02697508,0.99884630,0.44494400,-0.01975530,1.02769200,0.43028720,0.00079128,1.02520200,0.48356080,0.00126782,1.06018700,0.47090460,-0.00051897,1.06535600,0.44769780,0.02206686,1.02009400,0.48487370,0.02760957,1.05893900,0.46958140,0.02378522,1.06439300,0.44338850,0.03862435,1.01122300,0.47690980,0.04620441,1.04613400,0.46322490,0.03806698,1.04963900,0.43870760,0.03285038,0.95964620,0.46223960,0.05256663,0.99973400,0.46538030,0.06127539,1.02493300,0.45132990,0.05456895,1.03146200,0.43373890,-0.01488071,1.04767200,0.41761960,-0.00158000,1.06169000,0.42606790,0.01692839,1.05802000,0.42072740,0.02668341,1.04449700,0.41831050,0.04057391,1.03299500,0.41743560,10,5
0.00515351,0.92733070,0.46785130,0.00515351,0.92733070,0.46785130,0.00515351,0.92733070,0.46785130,-0.00217916,0.95058660,0.46260270,-0.01560211,0.97077640,0.46002930,-0.02731876,0.99676430,0.44572200,-0.02005611,1.02571200,0.43128940,0.00040601,1.02302600,0.48440340,0.00092404,1.05800200,0.47172030,-0.00086305,1.06243000,0.44836090,0.02169643,1.01799100,0.48575380,0.02710842,1.05678800,0.47029670,0.02316106,1.06163500,0.44400270,0.03831203,1.00922800,0.47779120,0.04585751,1.04416800,0.46416040,0.03754549,1.04718600,0.43963690,0.03277812,0.95771550,0.46280590,0.05233347,0.99785800,0.46623970,0.06114387,1.02304900,0.45223820,0.05439672,1.02955800,0.43465530,-0.01512600,1.04577700,0.41877860,-0.00195931,1.05742400,0.42700320,0.01621168,1.05449300,0.42160070,0.02591221,1.04090300,0.41970560,0.04029297,1.03097500,0.41843550,10,5
0.00521414,0.92510270,0.46809070,0.00521414,0.92510270,0.46809070,0.00521414,0.92510270,0.46809070,-0.00218213,0.94836760,0.46297320,-0.01572292,0.96849750,0.46055130,-0.02758737,0.99453690,0.44646120,-0.02026398,1.02358500,0.43226230,0.00008516,1.02066900,0.48526130,0.00064821,1.05563700,0.47255800,-0.00113459,1.05935400,0.44907470,0.02138847,1.01569800,0.48664550,0.02668852,1.05444900,0.47103360,0.02263369,1.05874200,0.44465980,0.03805903,1.00704500,0.47867750,0.04555955,1.04200000,0.46505950,0.03707734,1.04454500,0.44054060,0.03274959,0.95561470,0.46333390,0.05215568,0.99580030,0.46709530,0.06104235,1.02098800,0.45313470,0.05423357,1.02746700,0.43556480,-0.01526369,1.04373400,0.41991510,-0.00225539,1.05311300,0.42804600,0.01560609,1.05091000,0.42251390,0.02522726,1.03718300,0.42111250,0.04000878,1.02876000,0.41944070,10,5
0.00528832,0.92295720,0.46827910,0.00528832,0.92295720,0.46827910,0.00528832,0.92295720,0.46827910,-0.00216330,0.94623290,0.46329260,-0.01577477,0.96632800,0.46098140,-0.02771204,0.99257090,0.44733720,-0.02036986,1.02183000,0.43358770,-0.00017885,1.01839300,0.48606070,0.00069108,1.05349400,0.47374940,-0.00103117,1.05758200,0.45032320,0.02113527,1.01347700,0.48747440,0.02660482,1.05248100,0.47256650,0.02265231,1.05714300,0.44624000,0.03785488,1.00492700,0.47949850,0.04530513,1.04005300,0.46630060,0.03683873,1.04260800,0.44177740,0.03274518,0.95358220,0.46380270,0.05201888,0.99380030,0.46788390,0.06090036,1.01886400,0.45369990,0.05397045,1.02522500,0.43613420,-0.01551065,1.04219200,0.42153840,-0.00221977,1.05124500,0.42932700,0.01562064,1.04939400,0.42406680,0.02495795,1.03472500,0.42257420,0.03958333,1.02636600,0.42014310,10,5
0.00508338,0.92049130,0.46912010,0.00508338,0.92049130,0.46912010,0.00508338,0.92049130,0.46912010,-0.00236949,0.94377010,0.46414960,-0.01600991,0.96384500,0.46183390,-0.02794298,0.99022160,0.44844630,-0.02048923,1.01959100,0.43499480,-0.00058540,1.01588000,0.48709520,0.00064315,1.05102900,0.47495310,-0.00097051,1.05518400,0.45153110,0.02072686,1.01098400,0.48860690,0.02642408,1.05010400,0.47409350,0.02260933,1.05489300,0.44776930,0.03749705,1.00247200,0.48069710,0.04497436,1.03766400,0.46769170,0.03655774,1.04006700,0.44313600,0.03252738,0.95115810,0.46485590,0.05173334,0.99138870,0.46912950,0.06068595,1.01627300,0.45467610,0.05368849,1.02246600,0.43707730,-0.01567332,1.04007800,0.42314090,-0.00218969,1.04850200,0.43064380,0.01560030,1.04704700,0.42562270,0.02467389,1.03158300,0.42419240,0.03918377,1.02342100,0.42118050,10,5
0.00491599,0.91807440,0.46986590,0.00491599,0.91807440,0.46986590,0.00491599,0.91807440,0.46986590,-0.00253821,0.94135910,0.46492550,-0.01620824,0.96141520,0.46262090,-0.02814337,0.98791610,0.44948290,-0.02057127,1.01738500,0.43631990,-0.00094219,1.01340500,0.48808270,0.00062510,1.04858900,0.47608010,-0.00089835,1.05269100,0.45264270,0.02036788,1.00852900,0.48968270,0.02626793,1.04773600,0.47549060,0.02256105,1.05257400,0.44915990,0.03718499,1.00005600,0.48182940,0.04467810,1.03529800,0.46896880,0.03628203,1.03749900,0.44438700,0.03234686,0.94878250,0.46581990,0.05148852,0.98902130,0.47029900,0.06050614,1.01373600,0.45559830,0.05342907,1.01977100,0.43797590,-0.01578079,1.03798700,0.42465630,-0.00216391,1.04555300,0.43190990,0.01555641,1.04457400,0.42706700,0.02438479,1.02839100,0.42574360,0.03879640,1.02054500,0.42218700,10,5
0.00477954,0.91580480,0.47051750,0.00477954,0.91580480,0.47051750,0.00477954,0.91580480,0.47051750,-0.00267606,0.93909690,0.46561410,-0.01633471,0.95915830,0.46328830,-0.02820556,0.98583100,0.45044320,-0.02055613,1.01543400,0.43763010,-0.00125166,1.01107500,0.48899280,0.00147225,1.04624100,0.47714660,0.00006395,1.05070700,0.45376850,0.02005605,1.00621400,0.49067090,0.02601425,1.04538500,0.47640030,0.02240124,1.05023100,0.45005830,0.03691546,0.99778200,0.48286550,0.04453497,1.03299300,0.46999480,0.03622734,1.03526200,0.44538930,0.03219746,0.94655140,0.46668230,0.05127982,0.98679540,0.47136460,0.06045516,1.01166800,0.45703140,0.05376253,1.01809800,0.43939880,-0.01609197,1.03622800,0.42617880,-0.00148448,1.04379000,0.43297980,0.01546059,1.04223200,0.42794530,0.02435200,1.02618700,0.42671630,0.03954249,1.01943600,0.42327420,10,5
0.00494880,0.91398930,0.46911360,0.00494880,0.91398930,0.46911360,0.00494880,0.91398930,0.46911360,-0.00254815,0.93727610,0.46424840,-0.01622622,0.95732640,0.46194030,-0.02812035,0.98412430,0.44938050,-0.02046482,1.01383300,0.43681750,-0.00124510,1.00922000,0.48774090,0.00242916,1.04432200,0.47596160,0.00102491,1.04897700,0.45262030,0.02007132,1.00439300,0.48940780,0.02600046,1.04351800,0.47499980,0.02234897,1.04829800,0.44865100,0.03694407,0.99600270,0.48158630,0.04459028,1.03117300,0.46862110,0.03623423,1.03339900,0.44402800,0.03231252,0.94478970,0.46532270,0.05132560,0.98505930,0.47006560,0.06054397,1.01003300,0.45593740,0.05406942,1.01673400,0.43832430,-0.01636226,1.03478300,0.42551870,-0.00086570,1.04209100,0.43184970,0.01536743,1.04021200,0.42658200,0.02429167,1.02421900,0.42544920,0.04010638,1.01847700,0.42201480,10,5
0.00510973,0.91215050,0.46785230,0.00510973,0.91215050,0.46785230,0.00510973,0.91215050,0.46785230,-0.00242460,0.93543480,0.46303300,-0.01604831,0.95551620,0.46067480,-0.02783378,0.98251690,0.44845140,-0.02010730,1.01235300,0.43623960,-0.00124137,1.00733300,0.48667020,0.00252526,1.04240100,0.47481960,0.00113216,1.04716500,0.45149940,0.02008270,1.00253800,0.48832980,0.02603976,1.04170400,0.47404760,0.02234447,1.04639400,0.44768860,0.03696997,0.99419060,0.48049340,0.04470530,1.02931600,0.46745920,0.03621440,1.03128100,0.44289000,0.03242366,0.94300300,0.46412640,0.05137058,0.98329380,0.46895240,0.06058365,1.00831100,0.45489720,0.05394902,1.01488600,0.43729640,-0.01607040,1.03344600,0.42518410,-0.00079998,1.04030900,0.43072250,0.01530634,1.03814600,0.42569820,0.02414360,1.02175700,0.42456940,0.03976221,1.01630200,0.42114910,10,5
0.00515656,0.90996130,0.46749420,0.00515656,0.90996130,0.46749420,0.00515656,0.90996130,0.46749420,-0.00238499,0.93325080,0.46271180,-0.01594848,0.95335820,0.46023130,-0.02753499,0.98058380,0.44832030,-0.01963364,1.01058200,0.43662860,-0.00160717,1.00503700,0.48670330,0.00236064,1.04010500,0.47491680,0.00119465,1.04498600,0.45160850,0.01971075,1.00028400,0.48855150,0.02580708,1.03953000,0.47454900,0.02231967,1.04418600,0.44815580,0.03669468,0.99201380,0.48084320,0.04461430,1.02713400,0.46790700,0.03622328,1.02888900,0.44328760,0.03243262,0.94089490,0.46418720,0.05123488,0.98120620,0.46939370,0.06055836,1.00629800,0.45554720,0.05392484,1.01278100,0.43791140,-0.01556133,1.03184800,0.42592250,-0.00058970,1.03812900,0.43081870,0.01544096,1.03581200,0.42616220,0.02420734,1.01903500,0.42510540,0.03966738,1.01389300,0.42180270,10,5
0.00520680,0.90778690,0.46716160,0.00520680,0.90778690,0.46716160,0.00520680,0.90778690,0.46716160,-0.00234229,0.93108280,0.46242200,-0.01584648,0.95121670,0.45983530,-0.02725124,0.97865830,0.44824920,-0.01918329,1.00880900,0.43707320,-0.00194694,1.00275300,0.48676600,0.00222888,1.03781900,0.47504670,0.00126944,1.04278900,0.45174780,0.01936356,0.99803830,0.48878840,0.02559265,1.03735900,0.47505620,0.02229479,1.04197700,0.44863190,0.03643649,0.98984270,0.48119790,0.04452961,1.02495800,0.46835480,0.03622103,1.02650000,0.44369330,0.03244300,0.93879590,0.46425660,0.05110607,0.97912260,0.46983140,0.06053078,1.00428000,0.45617360,0.05388775,1.01066700,0.43850680,-0.01507854,1.03023900,0.42671450,-0.00039414,1.03588300,0.43096430,0.01555623,1.03347100,0.42664560,0.02424491,1.01631000,0.42567120,0.03955239,1.01148200,0.42244940,10,5
0.00525969,0.90562560,0.46684880,0.00525969,0.90562560,0.46684880,0.00525969,0.90562560,0.46684880,-0.00229734,0.92892850,0.46215680,-0.01569330,0.94911620,0.45943020,-0.02685387,0.97691260,0.44846870,-0.01859701,1.00729100,0.43807570,-0.00226685,1.00048000,0.48685110,0.00170676,1.03568000,0.47546640,0.00092585,1.04070400,0.45217250,0.01903518,0.99579980,0.48903670,0.02522237,1.03516600,0.47541680,0.02202891,1.03940900,0.44891690,0.03619108,0.98767690,0.48155580,0.04438458,1.02288800,0.46904210,0.03620575,1.02433400,0.44433150,0.03245414,0.93670510,0.46433240,0.05098202,0.97704300,0.47026590,0.06035171,1.00222700,0.45661930,0.05357086,1.00837100,0.43891850,-0.01432582,1.02894800,0.42826990,-0.00049616,1.03368300,0.43140960,0.01541390,1.03042700,0.42708280,0.02434437,1.01391500,0.42636440,0.03904617,1.00867500,0.42301430,10,5
0.00473547,0.90326930,0.46560760,0.00473547,0.90326930,0.46560760,0.00473547,0.90326930,0.46560760,-0.00283842,0.92659120,0.46103870,-0.01613905,0.94683120,0.45823400,-0.02707471,0.97498340,0.44797660,-0.01864481,1.00561000,0.43849050,-0.00327736,0.99792370,0.48635550,0.00053608,1.03328400,0.47542320,-0.00002401,1.03845100,0.45215410,0.01801362,0.99328380,0.48872730,0.02416801,1.03275300,0.47539370,0.02114016,1.03675600,0.44883700,0.03527156,0.98527470,0.48135930,0.04355685,1.02062500,0.46930660,0.03555227,1.02205600,0.44453810,0.03186533,0.93444560,0.46365280,0.05021247,0.97478150,0.47013550,0.05954721,1.00005100,0.45662340,0.05267431,1.00602700,0.43890060,-0.01421870,1.02751400,0.42932380,-0.00117568,1.03139000,0.43138780,0.01470217,1.02741600,0.42710050,0.02384450,1.01145900,0.42657420,0.03801321,1.00589500,0.42311960,10,5
